Search Parameters	Year	Mo	Dy	Hr	Mn	Sec	Tsu	Vol	Location Name	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Death Description	Missing	Missing Description	Injuries	Injuries Description	Damage ($Mil)	Damage Description	Houses Destroyed	Houses Destroyed Description	Houses Damaged	Houses Damaged Description	Total Deaths	Total Death Description	Total Missing	Total Missing Description	Total Injuries	Total Injuries Description	Total Damage ($Mil)	Total Damage Description	Total Houses Destroyed	Total Houses Destroyed Description	Total Houses Damaged	Total Houses Damaged Description
[]	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	319	6	17	NA	NA	NA	NA	NA	CHINA:  GANSU PROVINCE:  XIHE	34.1	105.3	NA	4.5	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	324	8	6	NA	NA	0	NA	NA	ITALY:  CAMPANIA	40.5	14.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	334	NA	NA	NA	NA	0	NA	NA	ALBANIA:  DURRES	41.2	19.3	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	340	NA	NA	NA	NA	0	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.1	36.1	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	341	NA	NA	NA	NA	0	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.2	36.1	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	342	NA	NA	NA	NA	NA	NA	NA	ALBANIA:  DURRES	41.3	19.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	342	NA	NA	NA	NA	NA	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.2	36.1	NA	NA	NA	40000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	40000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
	344	4	11	NA	NA	NA	NA	NA	ITALY:  CAMPANIA	40.5	14.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	344	NA	NA	NA	NA	NA	NA	NA	CHINA:  HENAN PROVINCE	35.4	114.3	NA	NA	NA	101	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	344	NA	NA	NA	NA	NA	35	NA	TURKEY:  DARDANELLES	40.3	26.5	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	346	NA	NA	NA	NA	NA	3474	NA	ALBANIA:  DURRES (DYRRACHIUM)	41.4	19.4	NA	6.8	9	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	348	NA	NA	NA	NA	NA	36	NA	LEBANON:  BAYRUT (BEROUTH)	33.9	35.5	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	350	10	NA	NA	NA	0	NA	NA	TURKEY	41	30	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	355	NA	NA	NA	NA	0	NA	NA	"TURKEY:  IZMIT,NICOMEDIA"	40.7	29.7	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	358	8	24	NA	NA	NA	2314	NA	"TURKEY:  IZNIK, IZMIT [NICOMEDIA]"	40.77	29.9	NA	NA	7	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	361	NA	NA	NA	NA	NA	NA	NA	BALKANS NW:  MACEDONIA:  STOBI	41.6	21.5	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	362	5	24	NA	NA	NA	37	NA	JORDAN:  AL-KARAK	31.3	35.6	NA	6.4	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	362	12	2	NA	NA	NA	NA	NA	TURKEY	41	29.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	365	7	21	NA	NA	NA	38	NA	GREECE:  CRETE:  KNOSSOS	35	23	NA	8	11	NA	3	NA	NA	NA	NA	NA	4	NA	3	NA	3	5000	4	NA	NA	NA	NA	NA	4	NA	3	NA	NA
	367	10	11	NA	NA	0	NA	NA	"TURKEY:  IZNIK,NICAEA"	40.7	29.7	NA	NA	NA	1000	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	368	10	11	NA	NA	NA	NA	NA	TURKEY:  NICAEA [IZNIK]	40	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	368	NA	NA	NA	NA	NA	3475	NA	TURKEY:  MARMARA SEA	40.5	29.6	NA	6.4	8	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	369	NA	NA	NA	NA	NA	NA	NA	ITALY:  BENEVENTO	41.1	14.8	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	382	NA	NA	NA	NA	NA	4273	NA	PORTUGAL:  CABO SAN VICENTE:  SW	36	-10.83	NA	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	394	NA	NA	NA	NA	0	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.1	36.1	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	396	NA	NA	NA	NA	0	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.1	36.1	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	407	4	1	NA	NA	NA	2315	NA	TURKEY:  MARMARA SEA	41	29	NA	6.6	8	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	412	NA	NA	NA	NA	NA	NA	NA	TUNISIA:  UTIQUE	37.067	10.067	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	419	NA	NA	NA	NA	NA	NA	NA	ISRAEL:  PALESTINE	31.2	34.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	425	NA	NA	NA	NA	NA	NA	NA	"ISRAEL:  JERUSALEM, PALESTINE, RAMLEH; EGYPT"	31.9	34.9	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	427	NA	NA	NA	NA	0	NA	NA	AZERBAIJAN	40.5	46.5	12	6.7	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	438	NA	NA	NA	NA	0	NA	NA	GREECE:  CRETE	35.5	25.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	440	10	26	NA	NA	0	NA	NA	TURKEY:  ISTANBUL (CONSTANTINOPLE)	41	29	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	447	1	26	NA	NA	NA	41	NA	TURKEY:  ISTANBUL (CONSTANTINOPLE)	40.9	28.5	NA	7.3	9	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	448	9	6	NA	NA	0	NA	NA	GREECE:  CRETE	35	25	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	450	NA	NA	NA	NA	NA	4294	NA	INSTANBUL (CONSTANTINOPLE)	40.4	28.4	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	457	NA	NA	NA	NA	NA	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.2	36.1	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
	458	9	NA	NA	NA	NA	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.2	36.1	NA	NA	9	80000	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	80000	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	460	7	22	NA	NA	NA	NA	NA	THAILAND:  YONOK-NAGABANDHU	20.3	100	NA	NA	12	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	470	NA	NA	NA	NA	0	NA	NA	"FRANCE:  VIENNE,VIVARAIS,DAUPHINE,VELAY,FOREZ"	44.4	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	477	9	25	NA	NA	0	NA	NA	TURKEY:  ISTANBUL (CONSTANTINOPLE)	41	29	NA	NA	10	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	478	9	25	NA	NA	NA	2317	NA	TURKEY:  MARMARA SEA	40.8	29.2	NA	7.2	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	494	NA	NA	NA	NA	0	NA	NA	LEBANON:  TARABULUS (TRIPOLIS); SYRIA	34.3	35.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	499	8	4	NA	NA	NA	NA	NA	CHINA:  JIANGSU PROVINCE	32.1	118.8	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	500	NA	NA	NA	NA	0	NA	NA	KAZAKHSTAN	42.7	76.5	20	6.7	8	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	501	NA	NA	NA	NA	NA	NA	NA	NORTH KOREA:  PYONGYANG	39	125.3	NA	6.3	8	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	510	NA	NA	NA	NA	0	NA	NA	SOUTH KOREA:  KYONGJU	35.5	129.1	NA	6.3	8	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	512	5	21	NA	NA	NA	NA	NA	CHINA:  SHAANXI PROVINCE:  YINGXIAN	39.4	113.3	NA	7.5	10	5130	4	NA	NA	2720	4	NA	4	NA	NA	NA	NA	5130	4	NA	NA	2720	4	NA	4	NA	NA	NA	NA
	518	NA	NA	NA	NA	NA	NA	NA	"BALKANS NW:  MACEDONIA:  SKOPJE, STAMER"	42	21.4	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	521	NA	NA	NA	NA	0	NA	NA	"GREECE:  DURRES,KORINTHOS"	39.6	21.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	522	NA	NA	NA	NA	0	NA	NA	SYRIA	36.2	36.1	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	522	NA	NA	NA	NA	0	NA	NA	ALBANIA:  DURRES	41.2	19.3	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	525	5	29	NA	NA	NA	NA	NA	"TURKEY:  ANTAKYA (ANTIOCH), SAMANDAG"	36.25	36.1	NA	7	9	250000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	250000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
	527	NA	NA	NA	NA	0	NA	NA	GREECE-ALBANIA	40.1	20.8	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	528	11	29	NA	NA	NA	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.25	36.1	NA	7.1	10	4870	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	4870	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
	533	11	29	NA	NA	NA	NA	NA	SYRIA:  ALEPPO	36.2	37.2	NA	NA	NA	130000	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130000	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	543	NA	NA	NA	NA	NA	43	NA	TURKEY:  CYZICUS	40.3	27.8	NA	6.8	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	551	4	NA	NA	NA	NA	46	NA	GREECE:  MALIAKOS GULF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	551	7	7	NA	NA	NA	5586	NA	"GREECE:  SCHISMA, BOETIA"	38.4	22.3	NA	7.1	9	5000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	5000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA
	551	7	9	NA	NA	NA	47	NA	LEBANON:  BAYRUT (BEIRUT); EGYPT; IRAQ;SAUDI ARABIA	33.9	35.5	NA	7.3	10	NA	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
	552	7	9	NA	NA	0	NA	NA	SYRIA:  HALAB (ALEPPO); TURKEY:  ANTAKYA (ANTIOCH)	36.1	37.1	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	553	7	9	NA	NA	0	NA	NA	LEBANON:  BAYRUT (BEIRUT)	33.9	35.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	554	8	15	NA	NA	NA	48	NA	GREECE: KOS	36.8	27.3	NA	7	NA	NA	3	NA	NA	NA	NA	NA	2	NA	2	NA	2	NA	3	NA	NA	NA	NA	NA	2	NA	2	NA	2
	555	8	15	NA	NA	NA	3785	NA	TURKEY:  ISTANBUL (CONSTANTINOPLE)	41.04	28.98	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	557	7	9	NA	NA	NA	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.1	36.1	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	557	10	14	NA	NA	NA	NA	NA	TURKEY:  MARMARA SEA	40.9	27.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	557	NA	NA	NA	NA	NA	2286	NA	TURKEY:  ISTANBUL (CONSTANTINOPLE)	40.9	27.6	NA	7	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	558	12	14	NA	NA	NA	49	NA	TURKEY	40.9	28.8	NA	7	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	558	12	25	NA	NA	NA	NA	NA	ITALY:  ANCONA	43.6	13.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	565	NA	NA	NA	NA	0	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.2	36.1	NA	NA	NA	30000	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	567	NA	NA	NA	NA	0	NA	NA	BALKANS NW:  SLOVENIA	45.6	15.3	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	579	NA	NA	NA	NA	0	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	581	7	9	NA	NA	0	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.1	36.1	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	587	9	30	NA	NA	NA	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36.25	36.1	NA	NA	9	60000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	60000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
	600	12	13	NA	NA	NA	NA	NA	CHINA:  SHAANXI PROVINCE	34.3	108.9	NA	NA	7	101	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA	101	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	614	NA	NA	NA	NA	0	NA	NA	ITALY	41	15	NA	NA	NA	1000	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	634	NA	NA	NA	NA	0	NA	NA	IRAN:  TABRIZ	38	46.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	649	9	12	NA	NA	NA	NA	NA	CHINA:  SHAANXI PROVINCE:  LINFEN	36.1	111.5	NA	5.5	7	50	1	NA	NA	NA	NA	NA	2	NA	2	NA	NA	50	1	NA	NA	NA	NA	NA	2	NA	2	NA	NA
	662	4	26	NA	NA	0	NA	NA	"IRAN:  QUMIS:  SEMNAN,DAMGHAN"	35.3	54	NA	NA	NA	40000	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	664	9	12	NA	NA	0	NA	NA	SOUTH KOREA:  KYONGJU	35.5	129.1	NA	6.3	8	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	678	NA	NA	NA	NA	0	NA	NA	IRAQ:  JAZIRAH:  BETWEEN TIGRIS AND THARTHAR RIVERS	35	43.5	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	684	11	29	NA	NA	NA	53	NA	JAPAN	32.5	134	NA	8.4	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	688	NA	NA	NA	NA	NA	NA	NA	TURKEY:  IZMIR	38.4	27.2	NA	NA	9	2000	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	701	5	12	NA	NA	NA	54	NA	JAPAN:  KYOTO PREFECTURE	35.7	135.4	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	704	8	2	NA	NA	NA	55	NA	JAPAN:  KUMANONADA	33.8	136.7	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	713	3	20	NA	NA	NA	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36	36	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	715	NA	NA	NA	NA	0	NA	NA	TURKEY:  IZNIK	40.4	28.9	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	716	8	25	NA	NA	0	NA	NA	TURKEY:  ANTAKYA (ANTIOCH)	36	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	734	3	19	NA	NA	NA	NA	NA	CHINA:  GANSU PROVINCE:  TIANSHUI	34.6	105.6	NA	7	9	101	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA	101	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	735	6	21	NA	NA	0	NA	NA	ARMENIA:  BAYOTSDZOR	39.7	45.5	16	5.8	8	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	740	10	26	NA	NA	NA	56	NA	TURKEY:  ISTANBUL (CONSTANTINOPLE)	40.7	29.3	NA	7.3	9	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	742	NA	NA	NA	NA	0	NA	NA	SYRIA;  ISRAEL; ASIA	35	38	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	743	NA	NA	NA	NA	NA	NA	NA	IRAN:  EIVAN-E-KAY	35.3	52.2	NA	7.2	9	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	743	NA	NA	NA	NA	NA	NA	NA	RUSSIA:  CASPIAN SEA	42.1	48.2	20	5.5	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	744	6	30	NA	NA	NA	57	NA	"JAPAN:  SHIMABARA, YATSUSHIRO, HIGO"	32.4	130.5	NA	6.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1520	4	NA	NA	NA	NA	NA	2	470	3	NA	NA
	745	6	5	NA	NA	NA	NA	NA	JAPAN:  MINO	35.5	136.9	NA	7.9	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	745	6	9	NA	NA	NA	58	NA	JAPAN: OSAKA BAY	34.6	135.3	NA	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	746	1	18	NA	NA	0	59	NA	"ISRAEL:  TEVERYA (TIBERIAS), ARIHA (JERICHO)"	32	35.5	NA	7	11	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	748	8	31	NA	NA	NA	NA	NA	SYRIA:  DIMASHQ (DAMASCUS)	33.5	36.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	749	1	25	NA	NA	NA	NA	NA	IRAQ:  JAZIRAH:  NE OF THARTHAR RIVER	35	43.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	758	NA	NA	NA	NA	0	NA	NA	ISRAEL:  PALESTINE; SYRIA:  HALAB; TURKEY:  ANTAKYA	31.2	34.2	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	763	NA	NA	NA	NA	NA	NA	NA	IRAN:  KHURASAN	33.3	59.3	NA	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	766	7	20	NA	NA	NA	61	844	JAPAN:  N. KAGOSHIMA BAY	31.6	130.7	NA	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	777	NA	NA	NA	NA	NA	NA	NA	"CHINA:  HEBEI PROVINCE:  SHULU, NINGJIN"	37.8	115.2	NA	NA	8	200	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA	200	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	778	NA	NA	NA	NA	NA	NA	NA	CHINA:  HUNAN PROVINCE: HOANG KIN CHAN	28.1	111.4	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
